,0,1,2,3,4,5,6,7,8,9,10,11,12,username
380,,Male,left,Tamil,,divorced,Jainism,Bangalore,SEM Marketing,Delhi College of Arts & Commerce,SHALOM ACADEMY,,Granite Construction,sagza12
381,Male,Female,,,Bought Vehicle,complicated,Muslim,Kolkata,operating a road roller,Shaheed Bhagat Singh College (Evening),SARASWATI SISHU VIDYALAYA,,Greenbrier Cos.,sidvarshney
382,Female,,apolitical,,,divorced,Muslim,Chennai,Accounting ,Gargi College,"MT,PANDIM ACADEMY",,Supervalu,shagun.sharma.58511
383,Female,Male,right,Punjabi,Bought House,live-in,Atheist,Surat, ERP systems,IIIT Ahemdabad,HIMALAYAN ENGLISH ACADEMY,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",CDW,muskaan.arora.754
384,Female,Male,,,Bought House,single,Atheist,Hyderabad,,Netaji Subhash Institute of Technology,NEW VISION ACADEMY,,Illinois Tool Works,100000137170324
385,,Male,,,,complicated,Buddhism,Delhi, ERP systems,IIT Bombay,BAPTIST ENG . SCHOOL (PVT),,Calpine,arpan.mullick.3
386,,Male,right,English,Graduated,live-in,Atheist,Delhi, Scala,Lady Irwin College,GOOD SHEPHERD ENGLISH SCHOOL,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Occidental Petroleum,anubha201
387,Male,Female,left,Hindi,,divorced,Buddhism,Kanpur, pallet-stacker,Shivaji College,CANAAN SCHOOL,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Edgewell Personal Care,bhavya.srivastava2
388,Male,Female,,Punjabi,Bought Vehicle,single,Buddhism,,operating a road roller,Zakir Husain Delhi College,EAST POINT SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Plains GP Holdings,100000828421529
389,Female,Male,,Punjabi,,divorced,Hindu,Bangalore, operating a PoS,Dyal Singh College,SARASWATI VIDYA NIKETAN,,Dover,abhimanyu.lakra.5
390,Female,Male,,Hindi,Married,committed,Hindu,Chennai, Crystallization ,School of Rehabilitation Sciences,JOYBELLS (PVT),"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Mercury General,amiya.wallia
391,Male,,apolitical,Hindi,Married,married,,Nagpur,Java,IIT Mandi,SKYLARK ACADEMY,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Reinsurance Group of America,aditya.narayan.singh2001
392,Female,Male,apolitical,Hindi,Bought House,single,Buddhism,Kanpur,C#,College of Art,MOON LIGHT SCHOOL,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Bank of New York Mellon,aryan.khanna.796774
393,Female,Male,,Punjabi,Graduated,complicated,Buddhism,Nagpur,Mathematics ,Rajkumari Amrit Kaur College of Nursing,ROCK VALE ACADEMY,,Quanta Services,siddhisesh
394,Female,Male,apolitical,Bengali,Married,complicated,Christian,Visakhapatnam,C#,Shyama Prasad Mukherji College for Women,St. EDMUNDS ACADEMY GURUTHANG,,Skyworks Solutions,nikita.banga.31
395,,,left,Punjabi,Graduated,,Hindu,Mumbai, C++,Lakshmi Bai College for Women,SOUTH POINT ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",Loews,raj.muchadiya.1
396,Female,Male,,English,Graduated,married,Buddhism,Bangalore,C#,Nehru Homeopathic Medical College & Hospital,STERLINE ACADEMY,The only place you find success before work is in the dictionary. May V Smith,Dean Foods,rajatkeshri97
397,Male,Female,right,English,Graduated,complicated,Hindu,Nagpur, Google Search Console Operator,Bhagini Nivedita College,LITTLE STARS ACADEMY,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Nordson,100009605550067
398,Female,Male,,Hindi,New Job,,Jainism,Kanpur, Google Analytics,Hans Raj College,MANJUSHREE ENGLISH SCHOOL,,Microchip Technology,namya.lahoti
399,Male,Female,left,English,New Job,single,Atheist,Mumbai,Adobe Creative Suite,College of Vocational Studies,LITTLE ANGEL ACADEMY,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Arrow Electronics,arkinshah
400,,Other,right,English,Bought Vehicle,married,,Ahmedabad,operating a road roller,University College of Medical Sciences,WRENS PUBLIC SCHOOL,It took me a long time not to judge myself through someone elses eyes. Sally Field,General Dynamics,shaney.waris.5
401,Female,Male,right,Hindi,Graduated,live-in,Hindu,Delhi, Google Search Console Operator,IIT Roorkee,BRIGHT CAREER ACHADEMY,"Hope never abandons you, you abandon it. George Weinberg",Host Hotels & Resorts,jasmine.tiwari.315
402,Female,,,Hindi,New Job,single,Hindu,Mumbai, Ableton Live Suite,Zakir Husain Delhi College,SYARI MODEL SCHOOL,,Teleflex,ajinkya.mohan
403,Male,Female,right,Hindi,Bought Vehicle,married,Hindu,Visakhapatnam,SEM Marketing,Sri Guru Gobind Singh College of Commerce,DE NOBILE ACADEMY (PVT),"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Genesis Energy,saumitra.sharma.121
404,Male,,left,English,Bought House,live-in,Jainism,Kolkata,Accounting ,Rajkumari Amrit Kaur College of Nursing,SUNRISE MODEL,,Kohl's,sukantkumar.behera.1
405,,,,Hindi,,complicated,Muslim,Ahmedabad,Adobe Creative Suite,Florence Nightingale College of Nursing,SHINING STAR ACADEMY,"Hope never abandons you, you abandon it. George Weinberg",Keysight Technologies,megha.shrinivas.1
406,Male,Female,,Hindi,,live-in,Christian,Kolkata, operating a PoS,Shaheed Bhagat Singh College,ST.XAVIERS SCHOOL,,Cabot,sumreet.kaur.969
407,Male,Female,left,English,,committed,Muslim,Nagpur, ERP systems,Shaheed Rajguru College of Applied Sciences for Women,ETERNAL ENGLISH SCHOOL,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",MetLife,tejas.kashinath
408,Male,Female,,English,Married,married,Buddhism,Delhi,,IIT Delhi,SIKKIM HIMALAYAN ACADEMY,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Cummins,dhanul.kargal
409,Male,,right,English,Married,live-in,Hindu,Delhi,Accounting ,Shyam Lal College (Evening),ST JOHN ENGLISH SCHOOL,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Celanese,rishi.garg.3382
410,Female,Male,,Hindi,Bought Vehicle,single,Hindu,Delhi,Mathematics ,Atma Ram Sanatan Dharma College,PALKHANG ACADEMY,,Hain Celestial Group,nishtha.singhal3
411,,Female,left,Hindi,,live-in,Buddhism,Delhi,operating a road roller,College of Vocational Studies,MOUNT SINAI ACADEMY,I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Guess,100011442251170
412,Female,Male,,Hindi,Bought Vehicle,committed,Hindu,Delhi,Adobe Creative Suite,G.B. Pant Hospital,GREENVALE ACADEMY,The only place you find success before work is in the dictionary. May V Smith,FTI Consulting,gargarjun14
413,Male,Male,right,Hindi,Graduated,committed,Hindu,Jaipur,Java,Rajkumari Amrit Kaur College of Nursing,TINY PEARLS SCHOOL,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Citrix Systems,shobhit96a
414,,Male,right,Hindi,Bought House,divorced,Atheist,Jaipur,SEM Marketing,Sri Guru Gobind Singh College of Commerce,MODEL ENGLISH SCHOOL,,American Water Works,manasdang
415,,Male,apolitical,Hindi,Bought House,live-in,Hindu,Lucknow, forklifting,Sri Guru Nanak Dev Khalsa College,JOYBELLS (PVT),"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",BJ's Wholesale Club,meera.mania
416,Male,Female,apolitical,Hindi,Married,,Christian,Kanpur, Google Search Console Operator,,RRAGHUNANDA SAPKOTA MEMORIAL SCHOOL,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Citrix Systems,sarthakathuria
417,Male,Female,apolitical,Hindi,New Job,divorced,Hindu,Surat,Adobe Creative Suite,Sri Guru Gobind Singh College of Commerce,TINY TOTS PS,,Honeywell International,siddharth.sachdev.7
418,Male,Female,left,Tamil,,single,Muslim,Chennai,operating a road roller,Durga Bai Deshmukh College of Special Edu.(VI),NEW BUDS ACADEMY,,Nordson,100007313295434
419,Female,Male,apolitical,Punjabi,Bought House,,Christian,Mumbai,operating a road roller,Kalindi College for Women,SPLENDOUR ACADEMY,,Encompass Health,Satyamke
420,Female,Male,left,Tamil,Married,complicated,Muslim,Mumbai, CRMs,Shyam Lal College,ST JOHN ENGLISH SCHOOL,,TJX,Haridbc140
421,Male,Female,,English,Bought Vehicle,single,Buddhism,Surat,Accounting ,School of Rehabilitation Sciences,HIMALAYAN RADIANT ACADEMY,,Ensign Group,abhishek.mitra.963
422,Male,Female,right,Hindi,Bought House,,Sikh,Surat,R,Jesus & Mary College,EAST POINT SCHOOL,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Lithia Motors,akulanan
423,Male,Female,apolitical,Tamil,Bought House,single,Atheist,Kolkata,Frequency analysis,Sri Aurobindo College (Evening),INDRIA GHANDHI,,MGM Resorts International,tanishqa.pathella
424,Female,Male,left,English,Bought Vehicle,single,Muslim,Delhi,C#,Aditi Mahavidyalaya,SOUTH POINT ACADEMY,,Bristol-Myers Squibb,abhishek.k.singh.334
425,Female,Male,,English,New Job,live-in,Jainism,Lucknow,Accounting ,Aryabhatta College(Formally Ram Lal Anand College-Evg.),STERLINE ACADEMY,,Michaels Cos.,harshith.kumar.9615
426,Female,Male,apolitical,Punjabi,New Job,committed,Sikh,Jaipur, ERP systems,Hans Raj College,FUTURE BRIGHTER ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Kroger,100017740418785
427,Male,Female,right,Bengali,Bought House,single,Atheist,Hyderabad, CRMs,P.G.D.A.V. College (Evening),EDEN GARDEN,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Best Buy,nitin.prakash.942
428,Female,Male,left,Hindi,New Job,,Hindu,Pune, bookkeeping,IIT Bombay,KARMA DHARMA CHAKRA UPS,,PNC Financial Services,anusha.khanna.9
429,Female,Male,right,English,Bought House,divorced,Christian,Ahmedabad,Adobe Creative Suite,Amar Jyoti Institute of Physiotherapy,RAMAN HIDDEN VALLEY ACADEMY,,ADP,chauhann.akashh
430,Female,Male,left,English,,divorced,Hindu,Pune, CRMs,Ram Lal Anand College,MATRI ACADEMY,,Charter Communications,balwinderarora1
431,,Female,,English,Bought House,divorced,Atheist,Nagpur, forklifting,Vallabhbhai Patel Chest Institute,WESTERN MODERN ENGLISH SCHOOL,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,United Technologies,abhay.luthra
432,,,apolitical,Bengali,New Job,committed,Atheist,Kolkata,Java,IIIT Delhi,PRATIVA ACADEMY,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",Bed Bath & Beyond,100018751240986
433,Male,Female,apolitical,Tamil,New Job,,Hindu,Kolkata, forklifting,P.G.D.A.V. College,SIKKIM HIMALAYAN ACADEMY,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Charles River Laboratories International,rohan.subramaniam.71
434,Male,Female,right,Hindi,Graduated,complicated,Jainism,Jaipur, bookkeeping,Shaheed Rajguru College of Applied Sciences for Women,KINCHIN CASTLE ACADEMY,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,Clean Harbors,naman.khosla98
435,Male,Female,left,Tamil,Graduated,committed,Muslim,Jaipur, CRMs,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,GRACE ACADEMY,,Barnes & Noble Education,parikshit.pruthi
436,Female,Male,left,,New Job,,Buddhism,Mumbai, Ableton Live Suite,IIT Mandi,St. EDMUNDS ACADEMY GURUTHANG,,ManpowerGroup,dolsy.dhawan.7
437,Male,,right,Bengali,Graduated,live-in,Hindu,Nagpur, CRMs,Ayurvedic & Unani Tibia College,ST MARYS SCHOOL,"Being strong means rejoicing in who you are, complete with imperfections. Margaret Woodhouse",Harris,100016720868761
438,Female,Male,right,English,Bought House,,Christian,Lucknow,C#,,RRAGHUNANDA SAPKOTA MEMORIAL SCHOOL,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Greenbrier Cos.,sanat.seth.5
439,Male,Female,right,Hindi,New Job,,Sikh,Delhi, Scala,Bhaskaracharya College of Applied Sciences,DIAMOND ENG SCHOOL (PVT),"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing. George Bernard Shaw",Graham Holdings,samanza.khan
440,Male,Female,apolitical,,Graduated,divorced,Christian,Delhi, pallet-stacker,Zakir Husain Delhi College,ST. JOSEPH,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Genworth Financial,madhavsainanee
441,Male,Female,left,,New Job,single,Christian,Jaipur,Frequency analysis,Aditi Mahavidyalaya,WESTERN MODERN ENGLISH SCHOOL,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Biogen,shivanshn
442,,Male,,Hindi,New Job,divorced,Christian,Visakhapatnam,C#,Dyal Singh College (Evening),PRATIVA ACADEMY ENGLISH SCHOOL,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",Peter Kiewit Sons',rohit.veeradhi
443,Female,,apolitical,English,Bought Vehicle,single,Hindu,Kolkata,R,College of Vocational Studies,VISION ACADEMY DARAP,,Hexion,shreeda.p.bhatia
444,Male,Female,left,Punjabi,Bought Vehicle,divorced,Hindu,,Accounting ,Janki Devi Memorial College,EVERSHINE ACADEMY,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Intel,muskaan.dureja.3
445,Female,Male,right,English,Married,single,Muslim,Ahmedabad, C++,P.G.D.A.V. College,MOUNT SINAI ACADEMY,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,TTM Technologies,shloakaggarwal
446,Male,Female,right,English,Bought House,single,Hindu,Kanpur,operating a road roller,Lady Shri Ram College for Women,GENERATION NEXT ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,AT&T,100037429370901
447,Female,Male,apolitical,Hindi,Graduated,committed,Hindu,Delhi,Adobe Creative Suite,Ram Lal Anand College,SEVEN HILLS SCHOOL,,Assurant,meNikita207
448,Male,Female,apolitical,Hindi,Graduated,,Atheist,Visakhapatnam, Ableton Live Suite,Vivekananda College,PALKHANG ACADEMY,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Dell Technologies,abrez.ghazali
449,Female,Male,right,Bengali,Bought Vehicle,divorced,Hindu,Jaipur,C#,Chacha Nehru Bal Chikitsalaya,PIONEER ACADEMY SAKYONG,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",M/I Homes,chirayuprasad
450,Female,Male,right,Bengali,Bought House,divorced,Atheist,Surat,Accounting ,Chacha Nehru Bal Chikitsalaya,ST PAUL SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Brighthouse Financial,mohammad.aaqib.18659
451,,Male,left,,Bought Vehicle,complicated,Hindu,Jaipur, Stethoscope Usage,Institute of Home Economics,MAGNOLIA ENGLISH SCHOOL,Nobody can make you feel inferior without your consent. Eleanor Roosevelt,Facebook,THE.Sanskar.Sharma
452,Male,Female,apolitical,Hindi,Married,married,Muslim,Hyderabad,SEM Marketing,Hans Raj College,SARASWATI VIDYA NIKETAN,,Amgen,vanshcy
453,Male,Female,apolitical,Hindi,Bought Vehicle,single,Hindu,Surat, Ableton Live Suite,All India Institute of Ayurveda,NEW TULIPS KINDERGARDEN,,Air Products & Chemicals,tarangini.007
454,Female,,left,Hindi,Bought Vehicle,complicated,Jainism,Lucknow, ERP systems,Kirori Mal College,EAST POINT SS (PVT),I quit being afraid when my first venture failed and the sky didnt fall down. Allen H Neuharth,Monster Beverage,aman.mehta.338
455,Male,Female,right,English,New Job,single,,Hyderabad,SEM Marketing,IIT Kanpur,INDIRA MEMORIAL ACADEMY,,Vista Outdoor,pruthvi12345
456,,Male,apolitical,English,Married,committed,Christian,Lucknow, Google Analytics,Delhi Institute of Pharmaceutical Sciences and Research,TINY KIDS ACADEMY (PVT),The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Las Vegas Sands,vshall.r.dutta
457,Female,Male,apolitical,English,Graduated,live-in,Hindu,Chennai,,IIT Kanpur,EVERSHINE ACADEMY,"Take chances, make mistakes. Thats how you grow. Pain nourishes your courage. You have to fail in order to practice being brave. Mary Tyler Moore",Align Technology,100014017276963
458,,Male,right,Bengali,,,Muslim,Pune, Google Analytics,IIT Bombay,P.NM SCHOOL (PVT),,News Corp.,airson.tiger
459,Male,Female,,Hindi,Bought House,live-in,Sikh,Ahmedabad, Ableton Live Suite,,ST.PETER ENGLISH SCHOOL,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Greenbrier Cos.,fran.shala
460,Female,Male,apolitical,Hindi,Graduated,committed,Atheist,Visakhapatnam,Accounting ,P.G.D.A.V. College (Evening),BAL JYOTI VIDYA PITH,There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle Albert Einstein,Hubbell,rohan.wable.14
461,Female,Male,apolitical,Hindi,New Job,committed,Sikh,Jaipur, C++,P.G.D.A.V. College,KID FOUNDATION ENGLISH SCHOOL,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",FleetCor Technologies,taresh.singhania.1
462,,Female,left,Bengali,Bought House,single,Atheist,Chennai, pallet-stacker,Sri Aurobindo College (Evening),IVANA MEMORIAL SCHOOL,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",WellCare Health Plans,deepanshu.kaushal.182
463,Male,Female,,Bengali,Graduated,single,Hindu,Chennai,Mathematics ,Swami Shraddhanand College,SUN SHINE ENGLISH SCHOOL,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",General Motors,arpan.jain.925
464,Female,Male,apolitical,Punjabi,Graduated,single,Sikh,Nagpur,Mathematics ,Kalindi College for Women,CANARY BIRD ACADEMY,,Biogen,bhaviijoshii
465,,,,Hindi,Graduated,committed,Buddhism,Ahmedabad,Accounting ,College of Art,GREEN VALE LANGANG,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Iron Mountain,ashmeet.singh.161214
466,Male,Female,apolitical,Bengali,,committed,Hindu,Chennai,operating a road roller,School of Open Learning ( Erstwhile School of Correspondence & Continuing Education),MAYAL ENG SCHOOL (PVT),"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Coty,vasukrtkapoor
467,,Other,apolitical,Hindi,Graduated,live-in,Jainism,Jaipur, forklifting,Netaji Subhash Institute of Technology,MT. EVEREST SCHOOL,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Stifel Financial,TheRealJuz0
468,Male,Female,left,Bengali,New Job,committed,Christian,Surat, ERP systems,Shri Ram College of Commerce,BETHAL ACADEMY,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",BB&T Corp.,100011071480210
469,Male,Female,,Punjabi,,,Muslim,Delhi,operating a road roller,Chacha Nehru Bal Chikitsalaya,MAINUM NURSERY SCHOOL,"Hope never abandons you, you abandon it. George Weinberg",Liberty Mutual Insurance Group,shreyan.dalwani
470,Female,Male,right,Hindi,Married,committed,Atheist,Lucknow,,Satyawati College (Evening),REHMA ENGLISH SCHOOL,,Delta Tucker Holdings,sethuraman.h
471,Male,Female,right,Bengali,Graduated,divorced,Sikh,Lucknow, Google Analytics,P.G.D.A.V. College,DIVYA JYOTI SCHOOL (P),"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",ITT,aviram.neehar
472,Female,Male,right,,Graduated,married,Sikh,,Adobe Creative Suite,Bhaskaracharya College of Applied Sciences,JUVENTUS ACADEMY,,Office Depot,antriksh.mishra.3958
473,Female,Male,right,Hindi,Bought House,married,Jainism,Pune, Google Search Console Operator,Sri Guru Gobind Singh College of Commerce,PRATIVA ACADEMY ENGLISH SCHOOL,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",Interpublic Group,satyam.goyal.927
474,Male,Female,left,English,Bought House,complicated,Hindu,Chennai, Ableton Live Suite,Durga Bai Deshmukh College of Special Edu.(VI),GOOD SHEPHERD SCHOOL,The only place you find success before work is in the dictionary. May V Smith,American Family Insurance Group,100012295711134
475,Female,Male,apolitical,Tamil,Graduated,married,Jainism,Visakhapatnam,SEM Marketing,Maharaja Agarsen College,ST.TERESAS SCHOOL,,Cerner,harshbandhey
476,,,left,,,committed,Hindu,Hyderabad, pallet-stacker,Keshav Mahavidyalaya,AMBIKA DAHAL MEM. SCHOOL (PVT),"Hope never abandons you, you abandon it. George Weinberg",Penn National Gaming,nishant.vyas.007
477,Male,Female,right,,Married,complicated,Atheist,Jaipur, pallet-stacker,Kalindi College for Women,VISION ACADEMY,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",XPO Logistics,guptashibbo
478,Female,Male,right,Tamil,Graduated,committed,,Delhi,SEM Marketing,Netaji Subhash Institute of Technology,RISING NURSERY ACADEMY (PVT),,Thermo Fisher Scientific,notmanan
479,Male,Female,left,Hindi,,divorced,,Hyderabad,C#,Sri Venkateswara College,CANARY BIRD ACADEMY,,Kohl's,tiger.cornitto
480,Male,Female,right,Tamil,Married,committed,Atheist,,Java,Lakshmi Bai College for Women,SARASWATI VIDYALAYA KYONGSHA,"The secret is in not giving up, of all the greats they didnt quit. If you quit I guarantee youre gonna fail, but you dont know whats gunna happen if you dont give in. Eric Thomas",Fannie Mae,atishay.jain.94801
481,Female,Male,apolitical,Hindi,Married,complicated,Buddhism,Pune, Stethoscope Usage,Satyawati College (Evening),PHUSPANJALI VIDHALAYA,Nothing splendid has ever been achieved except by those who dared believe that something inside of them was superior to circumstance. Bruce Barton,U.S. Bancorp,riten.tiwari
482,Female,Male,left,English,Bought House,,Christian,Kanpur,Accounting ,Miranda House,SARASWATI SISHU MANDIR,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",SiteOne Landscape Supply,anant3110
483,,Male,right,English,Bought Vehicle,single,Hindu,Hyderabad,operating a road roller,Kirori Mal College,PARAMOUNT ACADEMY,"Youre going to fail your way to success, you have nothing to be ashamed of so keep your head up. It’s much easier to come up with excuses of why you cant do it. If you do what is easy your life will be hard. Les Brown",DTE Energy,mazinansari97
484,Female,Male,,,Graduated,complicated,Jainism,Lucknow, C++,IIT Mandi,MATRI ACADEMY,,Leidos Holdings,serena.gaur
485,Male,Female,left,,Graduated,,Atheist,Bangalore, C++,Pt. Deendayal Upadhyaya Institute of Physically Handicapped,ST. JOSEPH,"People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in their true beauty is revealed only if there is light from within. Elisabeth Kübler-Ross",Mosaic,100021222968954
486,Female,Male,,Hindi,Graduated,complicated,Sikh,Kanpur,Frequency analysis,Sri Guru Nanak Dev Khalsa College,I E C MISSION PRIMARY SCHOOL RIMBI,,Owens-Illinois,vidhut.sharma.9
487,,Female,apolitical,Hindi,Married,married,Hindu,Chennai,operating a road roller,Hindu College,ENLIGHTEN EDU.INST.,"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",Digital Realty Trust,100016181581107
488,Male,Female,,English,,divorced,Atheist,Visakhapatnam,operating a road roller,Indraprastha College for Women,BLOOSOM (PVT),"If you don’t go after what you want, you’ll never have it. If you don’t ask, the answer is always no. If you don’t step forward, you’re always in the same place. Nora Roberts",ManpowerGroup,ojasviiigupta
489,,Female,apolitical,Hindi,Bought House,single,Jainism,Kolkata,Accounting ,Ramjas College,ROYAL ACADEMY,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,Alliance Data Systems,pranavesh.subramanian
490,,Female,,Hindi,Bought House,single,Atheist,Mumbai,Java,Shaheed Rajguru College of Applied Sciences for Women,TENDONG EDUCATIONAL INSTITUTE,"Just decide; whats its gonna be, who youre gonna be and how your gonna do it, and then from that point, the universe will get out of your way. Will Smith",EMCOR Group,shubham5569
491,Female,,left,Punjabi,New Job,married,Hindu,Kanpur,Mathematics ,Satyawati College,MOUNT SIMVO BOARDING SCHOOL,,Marathon Oil,bhavyaaa7
492,Male,Female,left,Punjabi,Bought House,committed,Atheist,Delhi,Java,Sri Aurobindo College,MATRI ACADEMY,,Woodward,kirtika.anand.3
493,Male,Female,apolitical,Hindi,New Job,divorced,Sikh,Kanpur,R,Daulat Ram College,PRASHANTI VIDYA GIRI,"Aerodynamically the bumblebee shouldnt be able to fly, but the bumblebee doesnt know that so it goes on flying anyway. Mary Kay Ash",Fossil Group,mohit.oswal.52
494,Female,Male,left,Bengali,,committed,Jainism,Visakhapatnam,Accounting ,Shri Ram College of Commerce,UNITED ACADEMY SCHOOL DARAMDIN,,Xcel Energy,sidak.palsingh
495,,Male,left,Tamil,New Job,complicated,Atheist,Lucknow,Java,School of Open Learning ( Erstwhile School of Correspondence & Continuing Education),SARASWATI VIDYA NIKETAN,Nothing lasts forever. Not even your troubles. Arnold H Glasgow,PepsiCo,Swayam98
496,Female,Male,apolitical,,,live-in,,Visakhapatnam, Google Search Console Operator,IIIT Ahemdabad,KIDS WORLD (PVT),"Hope never abandons you, you abandon it. George Weinberg",Microchip Technology,divij.kathuria.9
497,Male,Female,apolitical,Hindi,Graduated,,Buddhism,Ahmedabad, Ableton Live Suite,Ramjas College,VISION ACADEMY,The only thing keeping you from getting what you want is the story you keep telling yourself about why you dont have it. People who are willing to die to succeed will tend to succeed. Tony Robbins,Masco,dhruv60
498,Female,,apolitical,Bengali,Bought House,,Hindu,Lucknow, Crystallization ,Shaheed Rajguru College of Applied Sciences for Women,HEBRON ACADEMY,"Its not the size of the dog in the fight, but the size of the fight in the dog. Archie Griffen",World Fuel Services,nishi.shah.92505
499,,Other,left,Tamil,Bought House,single,Buddhism,Delhi, operating a PoS,Shri Ram College of Commerce,SNOWDROPS ACADEMY,"Ive missed more than 9,000 shots in my career. Ive lost almost 300 games. Twenty-six times Ive been trusted to take the game-winning shot and missed. Ive failed over and over and over again in my life. And that is why I succeed. Michael Jordan",Conagra Brands,reesha.agarwal
500,Female,Male,,Tamil,Bought Vehicle,complicated,Atheist,Chennai, pallet-stacker,Lady Hardinge Medical College,ANUGRAH PS MANPUR,The only place you find success before work is in the dictionary. May V Smith,KBR,pushpalatha.reddy.902
